67	3	0	0.960789
55	8	1	0.954031
34	13	2	0.835328
27	17	4	0.936943
64	21	4	1
58	26	5	0.763036
22	32	6	0.558041
59	35	7	0.687753
54	39	9	0.863472
46	43	12	0.649373
71	46	14	0.700783
64	48	21	0.459854
42	53	25	0.212958
47	55	31	0.191248
74	59	33	1
72	62	39	1
59	67	42	0.0676395
72	69	48	0.127482
60	72	54	0.474439
77	73	61	0.0719625
72	74	70	0.00574158
72	77	77	0.0012587
72	79	85	0.000387387
72	80	94	9.68395e-05
77	81	102	0.051535
77	81	112	0.0546204
77	81	122	2.91043e-07
77	81	132	2.04427e-08
77	81	142	1.16302e-05
77	81	152	1.45324e-05
77	81	162	3.01296e-13
77	81	172	1.85954e-15
77	81	182	0.00011517
77	81	192	2.91824e-19
77	81	202	1.25063e-11
77	81	212	1.48968e-13
77	81	222	7.78802e-19
77	81	232	3.11167e-36
77	81	242	2.93843e-13
77	81	252	7.16729e-50
77	81	262	4.5168e-18
77	81	272	3.92572e-21
77	81	282	9.86366e-21
77	81	292	2.90787e-24
77	81	302	5.91705e-34
77	81	312	4.61299e-144
77	81	322	2.26277e-100
77	81	332	6.65585e-91
77	81	342	3.99239e-234
77	81	352	3.92566e-63
77	81	362	1.2906e-191
77	81	372	2.65742e-225
77	81	382	0
77	81	392	1.19921e-287
77	81	402	1.67063e-169
77	81	412	2.74588e-199
77	81	422	0
77	81	432	0
77	81	442	0
77	81	452	0
77	81	462	0
77	81	472	0
77	81	482	0
77	81	492	0
77	81	502	0
77	81	512	0
77	81	522	0
77	81	532	0
77	81	542	0
77	81	552	0
77	81	562	0
77	81	572	0
77	81	582	0
77	81	592	0
77	81	602	0
77	81	612	0
77	81	622	0
77	81	632	0
77	81	642	0
77	81	652	0
77	81	662	0
77	81	672	0
77	81	682	0
77	81	692	0
77	81	702	0
77	81	712	0
77	81	722	0
77	81	732	0
77	81	742	0
77	81	752	0
77	81	762	0
77	81	772	0
77	81	782	0
77	81	792	0
77	81	802	0
77	81	812	0
77	81	822	0
77	81	832	0
77	81	842	0
77	81	852	0
